Territory,LOCATION_NAME,subcategory,BRAND,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,WS_TERRITORY,WEIGHT FACTOR,AWS
LAKE,KENDU BAY,dishwashing paste,USHINDI DISHWASHING PASTE,199.2,0.009784503,0.003638651,,0.206681884,
LAKE,KENDU BAY,fat,FRYKING,12,0.017125838,0.098360656,,0.323943662,
LAKE,KENDU BAY,fat,FRYMATE,348,0.012108647,0.037112083,,0.126709207,
LAKE,KENDU BAY,fat,MPISHI POA,936.828,0.05307141,0.091139557,,0.378469161,
LAKE,KENDU BAY,glycerine,SAWA GLYCERINE,300.9062917,0.002881895,0.00154748,,0.095850347,
LAKE,KENDU BAY,handwash,SAWA HANDWASH,54.4775,0.000521585,0.000280163,,0.178390818,
LAKE,KENDU BAY,lotion,BELLEZA,55.37991667,0.033514493,0.013528639,,0.091705221,
LAKE,KENDU BAY,lotion,FRESCO,33.06858333,0.033539366,0.014115646,,0.097871082,
LAKE,KENDU BAY,margarine,ONJA,42,0.017126449,0.021225521,,0.139282736,
LAKE,KENDU BAY,milking jelly,SAWA MILKING JELLY,312.4448333,0.002992412,0.00160682,,0.084219121,
LAKE,KENDU BAY,oil,FRESH FRI,5456.637,0.074072318,0.013949371,,0.08942044,
LAKE,KENDU BAY,oil,POPCO,2229.326,0.02522447,0.030847015,,0.301529458,
LAKE,KENDU BAY,oil,SALIT,24344.998,0.227227837,0.028489611,,0.346357344,
LAKE,KENDU BAY,petroleum jelly,SAWA PETROLLEUM JELLY,21.8025,0.000208622,0.000112124,,0.047333179,
LAKE,KENDU BAY,toilet soap,SAWA SOAP,2276.652,0.021805709,0.011708209,,0.049887519,
LAKE,KENYENYA,bar soap,USHINDI BAR,5.7,0.000279978,0.000104118,,0.000909352,
LAKE,KENYENYA,bar soap,WHITEWASH,1.05,1.54E-05,3.74E-05,,0.000182686,
LAKE,KENYENYA,dishwashing liquid,USHINDI DISHWASHING LIQUID,0.924916667,4.54E-05,1.69E-05,,0.000407925,
LAKE,KENYENYA,oil,FRESH FRI,21.38466667,0.000278241,5.47E-05,,0.000335894,
LAKE,KENYENYA,oil,SALIT,4.455,3.74E-05,5.21E-06,,5.70E-05,
LAKE,KERICHO,bar soap,USHINDI BAR,544.625,0.02675143,0.009948295,,0.086886985,
LAKE,KERICHO,bar soap,WHITEWASH,100.975,0.001479663,0.003600587,,0.017568279,
LAKE,KERICHO,bathing soap,4U,30,0.000567046,0.000525258,,0.000567046,
RIFT VALLEY,KAMOI,bathing soap,AFRISENSE,1.25,0.001017759,0.001125609,,0.009773685,
LAKE,KERICHO,bathing soap,DETREX,222.3420833,0.006642356,0.009037653,,0.04100667,
LAKE,KERICHO,bathing soap,SAWA SOAP,1062.855,0.010179887,0.005465977,,0.342654643,
LAKE,KERICHO,detergent,RAINBOW,1.5,0.001542968,0.033452275,,0.066602317,
LAKE,KERICHO,dishwashing liquid,USHINDI DISHWASHING LIQUID,0.412,2.02E-05,7.53E-06,,0.000181708,
LAKE,KERICHO,glycerine,SAWA GLYCERINE,268.5539792,0.002572023,0.001381101,,0.08554415,
LAKE,KERICHO,handwash,SAWA HANDWASH,1.028333333,9.65E-06,5.29E-06,,0.00329906,
LAKE,KERICHO,lotion,BELLEZA,202.594875,0.1227657,0.049491459,,0.335922009,
LAKE,KERICHO,lotion,FRESCO,137.3541458,0.139629142,0.058630952,,0.407451212,
LAKE,KERICHO,margarine,ONJA,64.5,0.026356271,0.032596336,,0.214345288,
LAKE,KERICHO,milking jelly,SAWA MILKING JELLY,365.4926667,0.003500508,0.00187963,,0.098519072,
LAKE,KERICHO,oil,FRESH FRI,6261.299167,0.084997165,0.016006413,,0.102608965,
LAKE,KERICHO,oil,SALIT,444.1691667,0.00414164,0.000519787,,0.006312991,
LAKE,KERICHO,petroleum jelly,SAWA PETROLLEUM JELLY,43.58375,0.000417244,0.00022414,,0.094666359,
LAKE,KERICHO,toilet soap,SAWA SOAP,1024.427944,0.00981183,0.005268357,,0.022447693,
LAKE,KEROKA,bar soap,NDUME,18161.8,0.143763423,0.023271039,,0.227007744,
LAKE,KEROKA,bar soap,POPCO,961,0.010839104,0.013297284,,0.275830817,
LAKE,KEROKA,bar soap,USHINDI BAR,1991.425,0.097816784,0.036376009,,0.317702849,
LAKE,KEROKA,bar soap,WHITEWASH,653.775,0.009580258,0.023312444,,0.113747972,
EASTERN,KATANGI,bathing soap,AFRISENSE,1.25,0.001017759,0.004149619,,0.019458618,
LAKE,KEROKA,bathing soap,DETREX,1314.904,0.039282086,0.053447578,,0.242508455,
LAKE,KEROKA,bathing soap,SAWA SOAP,181.84,0.001741471,0.000935154,,0.058617859,
LAKE,KEROKA,bodywash,SAWA BODYWASH,18.65,0.000178427,9.59E-05,,0.499849069,
LAKE,KEROKA,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KEROKA,dishwashing liquid,USHINDI DISHWASHING LIQUID,456.4775833,0.022421718,0.008338166,,0.201324773,
LAKE,KEROKA,dishwashing paste,USHINDI DISHWASHING PASTE,325.2,0.015973495,0.005940208,,0.337414401,
LAKE,KEROKA,fat,FRYMATE,107,0.003710995,0.011410899,,0.038833181,
LAKE,KEROKA,fat,MPISHI POA,140.3203333,0.007898669,0.0136511,,0.056327931,
LAKE,KEROKA,glycerine,SAWA GLYCERINE,548.6396597,0.005254701,0.002821506,,0.174768624,
LAKE,KEROKA,handwash,SAWA HANDWASH,21.06833333,0.00020159,0.000108349,,0.068947208,
LAKE,KEROKA,lotion,BELLEZA,114.4451875,0.069323671,0.027957565,,0.189689359,
LAKE,KEROKA,lotion,FRESCO,51.59495833,0.05238626,0.02202381,,0.152868125,
LAKE,KEROKA,margarine,ONJA,39,0.015895806,0.019709413,,0.129274395,
LAKE,KEROKA,milking jelly,SAWA MILKING JELLY,806.8389444,0.007727749,0.004149356,,0.217491512,
LAKE,KEROKA,oil,FRESH FRI,24989.14267,0.339263909,0.063882355,,0.409560939,
LAKE,KEROKA,oil,POPCO,2369.021,0.026808892,0.032779964,,0.320469396,
LAKE,KEROKA,oil,SALIT,36218.07283,0.338049061,0.042384017,,0.515279186,
LAKE,KEROKA,petroleum jelly,SAWA PETROLLEUM JELLY,9.0525,8.65E-05,4.66E-05,,0.019625952,
LAKE,KEROKA,toilet soap,SAWA SOAP,5115.487264,0.048996246,0.026307575,,0.112094554,
LAKE,KEUMBU,bar soap,NDUME,6760.075,0.053510749,0.008661805,,0.084495445,
LAKE,KEUMBU,bar soap,POPCO,220,0.002434676,0.003044123,,0.061957017,
LAKE,KEUMBU,bar soap,USHINDI BAR,391.3,0.019220261,0.007147612,,0.062426215,
LAKE,KEUMBU,bar soap,WHITEWASH,31.575,0.000462692,0.001125908,,0.005493621,
NAIROBI,EASTLEIGH SECTION 3,bathing soap,AFRISENSE,1.25,0.001017759,0.001532412,67.59199191,0.013505402,0.912857034
LAKE,KEUMBU,bathing soap,DETREX,210.7565,0.006296243,0.008566728,,0.038869935,
LAKE,KEUMBU,bathing soap,DIVA,19.3,0.020130684,0.04821472,,0.055914659,
LAKE,KEUMBU,bathing soap,SAWA SOAP,12.13,0.000115978,6.24E-05,,0.003903827,
LAKE,KEUMBU,bodywash,SAWA BODYWASH,9.32,8.91E-05,4.79E-05,,0.249505283,
LAKE,KEUMBU,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KEUMBU,dishwashing liquid,USHINDI DISHWASHING LIQUID,79.34516667,0.003897354,0.001449344,,0.034994375,
LAKE,KEUMBU,dishwashing paste,USHINDI DISHWASHING PASTE,11.4,0.000559956,0.000208236,,0.01182818,
LAKE,KEUMBU,fat,FRYKING,12,0.017125838,0.098360656,,0.323943662,
LAKE,KEUMBU,fat,FRYMATE,312,0.010854226,0.033272902,,0.113582498,
LAKE,KEUMBU,glycerine,SAWA GLYCERINE,59.59526389,0.000570604,0.000306482,,0.018977979,
LAKE,KEUMBU,handwash,SAWA HANDWASH,2.57,2.44E-05,1.32E-05,,0.008349337,
LAKE,KEUMBU,lotion,BELLEZA,29.18402083,0.01763285,0.007129301,,0.048248513,
LAKE,KEUMBU,lotion,FRESCO,18.72558333,0.018948222,0.007993197,,0.055292726,
LAKE,KEUMBU,margarine,ONJA,18,0.007281304,0.009096652,,0.059216013,
LAKE,KEUMBU,milking jelly,SAWA MILKING JELLY,78.15861111,0.000748404,0.000401949,,0.021063262,
LAKE,KEUMBU,oil,FRESH FRI,6063.394833,0.08231023,0.015500489,,0.099365286,
LAKE,KEUMBU,oil,POPCO,399.15,0.004466597,0.005523008,,0.053393014,
LAKE,KEUMBU,oil,SALIT,6812.176167,0.063579514,0.007971915,,0.096912561,
LAKE,KEUMBU,petroleum jelly,SAWA PETROLLEUM JELLY,3.71875,3.54E-05,1.91E-05,,0.008035096,
LAKE,KEUMBU,toilet soap,SAWA SOAP,336.3935417,0.003221794,0.001729982,,0.007370883,
LAKE,KIAMBU,bathing soap,DETREX,0,0,0,,0,
LAKE,KIAMBU,oil,SALIT,26.73,0.000245335,3.13E-05,,0.000373958,
LAKE,KIGANJO,bar soap,USHINDI BAR,52,0.002554187,0.000949849,,0.008295843,
LAKE,KIGANJO,bar soap,WHITEWASH,25.2,0.000369275,0.000898587,,0.004384458,
LAKE,KIGANJO,glycerine,SAWA GLYCERINE,0.756583333,7.04E-06,3.89E-06,,0.000234249,
LAKE,KIGANJO,lotion,BELLEZA,1.19525,0.000664251,0.000291985,,0.001817581,
LAKE,KIGANJO,oil,FRESH FRI,32.076,0.000423397,8.20E-05,,0.000511127,
LAKE,KIGANJO,oil,POPCO,53.46,0.000545777,0.000739722,,0.006524141,
LAKE,KIGANJO,oil,SALIT,17.82,0.000162171,2.09E-05,,0.000247192,
LAKE,KIGANJO,toilet soap,SAWA SOAP,21.696,0.000207602,0.000111577,,0.000474956,
LAKE,KILGORIS,bar soap,NDUME,29300,0.231930111,0.037542613,,0.366226195,
LAKE,KILGORIS,bar soap,POPCO,300,0.003342036,0.004151077,,0.085047306,
LAKE,KILGORIS,bar soap,USHINDI BAR,582.05,0.028589708,0.010631912,,0.092857599,
LAKE,KILGORIS,bar soap,WHITEWASH,33.95,0.000497495,0.001210596,,0.005906839,
RIFT VALLEY,KIHINGO,bathing soap,AFRISENSE,1.25,0.001017759,0.000603849,,0.001017759,
LAKE,KILGORIS,bathing soap,DETREX,198.436,0.005928174,0.00806593,,0.036597659,
LAKE,KILGORIS,bathing soap,SAWA SOAP,110.505,0.00105822,0.000568297,,0.035619653,
LAKE,KILGORIS,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KILGORIS,dishwashing liquid,USHINDI DISHWASHING LIQUID,285.8050833,0.014038457,0.005220607,,0.126051411,
LAKE,KILGORIS,dishwashing paste,USHINDI DISHWASHING PASTE,101.6,0.004990489,0.001855858,,0.105416061,
LAKE,KILGORIS,fat,FRYMATE,66.5,0.002299772,0.00709182,,0.024065634,
LAKE,KILGORIS,fat,MPISHI POA,37.698,0.002078597,0.00366746,,0.01482314,
LAKE,KILGORIS,glycerine,SAWA GLYCERINE,124.2860139,0.001190216,0.00063917,,0.039585952,
LAKE,KILGORIS,handwash,SAWA HANDWASH,51.9125,0.000497018,0.000266972,,0.169988248,
LAKE,KILGORIS,lotion,BELLEZA,61.05735417,0.036956522,0.014915568,,0.101123596,
LAKE,KILGORIS,lotion,FRESCO,39.34364583,0.039922991,0.016794218,,0.116499113,
LAKE,KILGORIS,margarine,ONJA,12.5,0.005025126,0.006317119,,0.040867389,
LAKE,KILGORIS,milking jelly,SAWA MILKING JELLY,175.5298333,0.001681032,0.000902703,,0.047311341,
LAKE,KILGORIS,oil,FRESH FRI,3199.7635,0.043430889,0.00817989,,0.052429968,
LAKE,KILGORIS,oil,POPCO,26.722,0.000242515,0.00036975,,0.002898985,
LAKE,KILGORIS,oil,SALIT,19461.84783,0.181649359,0.022775129,,0.276883283,
LAKE,KILGORIS,petroleum jelly,SAWA PETROLLEUM JELLY,15.6825,0.000150004,8.07E-05,,0.03403371,
LAKE,KILGORIS,toilet soap,SAWA SOAP,1519.764792,0.014556197,0.007815742,,0.033301946,
LAKE,KIPKELION,bar soap,USHINDI BAR,24.525,0.001204643,0.000447982,,0.003912606,
LAKE,KIPKELION,bar soap,WHITEWASH,4.2,6.15E-05,0.000149764,,0.000730743,
COAST,Shimanzi Mombasa,bathing soap,AFRISENSE,1.25,0.001017759,0.00182909,56.16951953,0.003086886,0.173388878
LAKE,KIPKELION,bathing soap,DETREX,6.96,0.000207926,0.000282907,,0.001283637,
LAKE,KIPKELION,bathing soap,SAWA SOAP,39.515,0.000378274,0.000203215,,0.012732675,
LAKE,KIPKELION,glycerine,SAWA GLYCERINE,6.897659722,6.59E-05,3.55E-05,,0.002190558,
LAKE,KIPKELION,lotion,BELLEZA,6.8726875,0.00410628,0.001678914,,0.011235955,
LAKE,KIPKELION,lotion,FRESCO,4.183375,0.004154423,0.001785714,,0.012123004,
LAKE,KIPKELION,margarine,ONJA,0.25,0,0.000126342,,0,
LAKE,KIPKELION,milking jelly,SAWA MILKING JELLY,8.959,8.56E-05,4.61E-05,,0.002409323,
LAKE,KIPKELION,oil,FRESH FRI,281.1575,0.003805161,0.000718752,,0.004593607,
LAKE,KIPKELION,oil,SALIT,8.019333333,7.07E-05,9.38E-06,,0.000107755,
LAKE,KIPKELION,petroleum jelly,SAWA PETROLLEUM JELLY,0.74375,6.92E-06,3.82E-06,,0.001570076,
LAKE,KIPKELION,toilet soap,SAWA SOAP,64.7295,0.00061978,0.000332886,,0.001417944,
LAKE,KISII,bar soap,NDUME,80005.2,0.633297438,0.102512091,,1,
LAKE,KISII,bar soap,POPCO,625,0.007028189,0.008648078,,0.178851604,
LAKE,KISII,bar soap,USHINDI BAR,6268.2,0.30788765,0.114496955,,1,
LAKE,KISII,bar soap,WHITEWASH,471.025,0.006902284,0.016795907,,0.081951954,
LAKE,KISII,bathing soap,4U,6,8.95E-05,0.000105052,,8.95E-05,
NAIROBI,MULOLONGO,bathing soap,AFRISENSE,1.2425,0.001010974,0.001523218,67.59199191,0.013415366,0.90677132
LAKE,KISII,bathing soap,DETREX,5422.0955,0.161982337,0.220394698,,1,
LAKE,KISII,bathing soap,DIVA,342,0.360025157,0.854374823,,1,
LAKE,KISII,bathing soap,SAWA SOAP,956.095,0.009157333,0.004916939,,0.308235516,
LAKE,KISII,bodywash,SAWA BODYWASH,9.33,8.92E-05,4.80E-05,,0.249773604,
LAKE,KISII,detergent,RAINBOW,20.84,0.023166887,0.464763604,,1,
LAKE,KISII,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KISII,dishwashing liquid,USHINDI DISHWASHING LIQUID,2267.369167,0.111370882,0.041416494,,1,
LAKE,KISII,dishwashing paste,USHINDI DISHWASHING PASTE,963.8,0.047340882,0.017605081,,1,
LAKE,KISII,fat,FRYKING,14,0.020104244,0.114754098,,0.38028169,
LAKE,KISII,fat,FRYMATE,2743,0.095562486,0.292524261,,1,
LAKE,KISII,fat,MPISHI POA,520.9786667,0.029487137,0.050683546,,0.210282185,
LAKE,KISII,glycerine,SAWA GLYCERINE,865.8635,0.00829309,0.004452903,,0.275823881,
LAKE,KISII,handwash,SAWA HANDWASH,305.285,0.002923835,0.001569999,,1,
LAKE,KISII,lotion,BELLEZA,499.2160833,0.302596618,0.121952406,,0.827990747,
LAKE,KISII,lotion,FRESCO,327.1000833,0.332657817,0.13962585,,0.97072738,
LAKE,KISII,margarine,ONJA,109.25,0.044713363,0.055211623,,0.363636364,
LAKE,KISII,milking jelly,SAWA MILKING JELLY,1598.318056,0.015308585,0.00821972,,0.430848246,
LAKE,KISII,oil,FRESH FRI,61013.18317,0.828360023,0.155974372,,1,
LAKE,KISII,oil,POPCO,4303.324,0.048747774,0.059544768,,0.582723446,
LAKE,KISII,oil,SALIT,70287.832,0.656050292,0.082253981,,1,
LAKE,KISII,petroleum jelly,SAWA PETROLLEUM JELLY,102.82875,0.000984697,0.000528821,,0.223412607,
LAKE,KISII,toilet soap,SAWA SOAP,14003.23157,0.134123605,0.072014854,,0.306850562,
LAKE,KISUMU,bar soap,NDUME,12923.2,0.102296219,0.016558727,,0.161529501,
LAKE,KISUMU,bar soap,USHINDI BAR,600.2,0.029481218,0.010963446,,0.095753167,
LAKE,KISUMU,bar soap,WHITEWASH,461.6,0.006764173,0.016459828,,0.080312132,
LAKE,KISUMU,bathing soap,4U,1554,0.030889068,0.027208359,,0.030889068,
RIFT VALLEY,KAMOSOWOR,bathing soap,AFRISENSE,1.2025,0.000974787,0.001082836,,0.009361018,
LAKE,KISUMU,bathing soap,DETREX,155.52,0.004646081,0.006321501,,0.028682638,
LAKE,KISUMU,bathing soap,SAWA SOAP,161.28,0.001544546,0.00082942,,0.051989372,
LAKE,KISUMU,bodywash,SAWA BODYWASH,6.22,5.94E-05,3.20E-05,,0.166325675,
LAKE,KISUMU,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KISUMU,dishwashing liquid,USHINDI DISHWASHING LIQUID,81.426,0.003999563,0.001487353,,0.035912105,
LAKE,KISUMU,dishwashing paste,USHINDI DISHWASHING PASTE,38.4,0.001886169,0.000701427,,0.039842291,
LAKE,KISUMU,glycerine,DIVA,2.252166667,0.002174488,0.0056263,,0.233927636,
LAKE,KISUMU,glycerine,SAWA GLYCERINE,149.9594167,0.001436117,0.000771201,,0.047764506,
LAKE,KISUMU,lotion,BELLEZA,166.13975,0.100664251,0.040585917,,0.275446134,
LAKE,KISUMU,lotion,FRESCO,27.49075,0.027865032,0.011734694,,0.081312833,
LAKE,KISUMU,margarine,ONJA,72,0.029432879,0.036386608,,0.239366138,
LAKE,KISUMU,milking jelly,SAWA MILKING JELLY,1548.220667,0.014828749,0.007962082,,0.417343638,
LAKE,KISUMU,oil,FRESH FRI,3555.168,0.048256194,0.009088447,,0.058255097,
LAKE,KISUMU,oil,POPCO,1288.368,0.014552115,0.01782705,,0.173953765,
LAKE,KISUMU,oil,SALIT,34448.066,0.321528123,0.040312676,,0.490096762,
LAKE,KISUMU,petroleum jelly,SAWA PETROLLEUM JELLY,155.295,0.001487221,0.00079864,,0.337427846,
LAKE,KISUMU,toilet soap,SAWA SOAP,1170.848,0.01121425,0.006021356,,0.025656177,
LAKE,KITALE,bar soap,USHINDI BAR,1,4.91E-05,1.83E-05,,0.000159535,
LAKE,KITALE,bar soap,WHITEWASH,0.175,2.56E-06,6.24E-06,,3.04E-05,
LAKE,KITALE,bathing soap,DETREX,0.08,2.39E-06,3.25E-06,,1.48E-05,
LAKE,KITALE,bathing soap,SAWA SOAP,0.21,1.81E-06,1.08E-06,,6.09E-05,
LAKE,KITALE,lotion,BELLEZA,0.099604167,0,2.43E-05,,0,
LAKE,KITALE,lotion,FRESCO,0.099604167,0,4.25E-05,,0,
LAKE,KITALE,milking jelly,SAWA MILKING JELLY,0.0425,2.04E-07,2.19E-07,,5.73E-06,
LAKE,KITALE,petroleum jelly,SAWA PETROLLEUM JELLY,0.085,6.11E-07,4.37E-07,,0.000138536,
LAKE,KOBODO,bar soap,NDUME,1450,0.01147777,0.001857911,,0.018123822,
LAKE,KOBODO,bar soap,POPCO,90,0.000960214,0.001245323,,0.024435298,
LAKE,KOBODO,bar soap,USHINDI BAR,10,0.00049119,0.000182663,,0.001595354,
LAKE,KOBODO,bathing soap,DETREX,34.56,0.001032462,0.001404778,,0.006373919,
LAKE,KOBODO,bathing soap,SAWA SOAP,5.04,4.81E-05,2.59E-05,,0.001618031,
LAKE,KOBODO,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KOBODO,fat,FRYMATE,24,0.000818858,0.002559454,,0.008568824,
LAKE,KOBODO,fat,MPISHI POA,244.264,0.013793679,0.023763287,,0.098367126,
LAKE,KOBODO,glycerine,SAWA GLYCERINE,15.4355,0.000147639,7.94E-05,,0.004910384,
LAKE,KOBODO,lotion,BELLEZA,0.597625,0.000301932,0.000145993,,0.000826173,
LAKE,KOBODO,milking jelly,SAWA MILKING JELLY,5.076666667,4.84E-05,2.61E-05,,0.001362774,
LAKE,KOBODO,oil,FRESH FRI,185.334,0.002504171,0.000473789,,0.003023047,
LAKE,KOBODO,oil,POPCO,203.152,0.002243586,0.002810999,,0.026819479,
LAKE,KOBODO,oil,SALIT,1142.274,0.010657629,0.00133674,,0.016245141,
LAKE,KOBODO,toilet soap,SAWA SOAP,240.718,0.002305408,0.001237948,,0.005274357,
LAKE,KOLENYO,bar soap,NDUME,100,0.00079157,0.000128132,,0.001249919,
LAKE,KOLENYO,oil,FRESH FRI,265.522,0.003592878,0.000678782,,0.004337339,
LAKE,KOLENYO,oil,SALIT,534.6,0.004985706,0.000625613,,0.007599578,
LAKE,KOSELE,bar soap,NDUME,758.8,0.006006436,0.000972264,,0.009484384,
LAKE,KOSELE,bar soap,POPCO,50,0.000506534,0.000691846,,0.012890154,
LAKE,KOSELE,bar soap,USHINDI BAR,52.6,0.002583659,0.000960809,,0.008391564,
LAKE,KOSELE,bar soap,WHITEWASH,40,0.00058615,0.001426328,,0.006959457,
LAKE,KOSELE,bathing soap,DETREX,0,0,0,,0,
LAKE,KOSELE,bathing soap,SAWA SOAP,5.04,4.81E-05,2.59E-05,,0.001618031,
LAKE,KOSELE,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,KOSELE,dishwashing paste,USHINDI DISHWASHING PASTE,4.8,0.000235771,8.77E-05,,0.004980286,
LAKE,KOSELE,glycerine,SAWA GLYCERINE,5.296333333,5.05E-05,2.72E-05,,0.001680438,
LAKE,KOSELE,handwash,SAWA HANDWASH,6.17,5.89E-05,3.17E-05,,0.020142418,
LAKE,KOSELE,lotion,BELLEZA,1.19525,0.000664251,0.000291985,,0.001817581,
LAKE,KOSELE,lotion,FRESCO,0.597625,0.000506637,0.000255102,,0.001478415,
LAKE,KOSELE,milking jelly,SAWA MILKING JELLY,11.58133333,0.000110723,5.96E-05,,0.003116218,
LAKE,KOSELE,oil,FRESH FRI,139.002,0.001875124,0.000355345,,0.002263659,
LAKE,KOSELE,oil,POPCO,138.988,0.001515837,0.001923166,,0.018120082,
LAKE,KOSELE,oil,SALIT,621.92,0.005800735,0.000727799,,0.008841907,
LAKE,KOSELE,toilet soap,SAWA SOAP,90.084,0.000862627,0.000463278,,0.001973534,
LAKE,LIDA,bathing soap,DETREX,0.96,2.87E-05,3.90E-05,,0.000177053,
LAKE,LIDA,glycerine,SAWA GLYCERINE,1.210583333,1.14E-05,6.23E-06,,0.000378876,
LAKE,LIDA,handwash,SAWA HANDWASH,1.0275,9.64E-06,5.28E-06,,0.00329633,
LAKE,LIDA,milking jelly,SAWA MILKING JELLY,0.255,2.24E-06,1.31E-06,,6.30E-05,
LAKE,LIDA,toilet soap,SAWA SOAP,1.356,1.28E-05,6.97E-06,,2.92E-05,
LAKE,LIGEGA,bar soap,NDUME,0,0,0,,0,
LAKE,LIGEGA,bar soap,USHINDI BAR,10,0.00049119,0.000182663,,0.001595354,
LAKE,LIGEGA,bathing soap,DETREX,23.416,0.000699541,0.000951802,,0.004318626,
LAKE,LIGEGA,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,LIGEGA,dishwashing paste,USHINDI DISHWASHING PASTE,1.2,5.89E-05,2.19E-05,,0.001245072,
LAKE,LIGEGA,glycerine,SAWA GLYCERINE,5.1075,4.87E-05,2.63E-05,,0.001620283,
LAKE,LIGEGA,lotion,BELLEZA,1.892479167,0.001086957,0.00046231,,0.002974223,
LAKE,LIGEGA,lotion,FRESCO,1.4940625,0.001418583,0.000637755,,0.004139562,
LAKE,LIGEGA,milking jelly,SAWA MILKING JELLY,5.9415,5.67E-05,3.06E-05,,0.001595905,
LAKE,LIGEGA,oil,FRESH FRI,139,0.001875097,0.00035534,,0.002263626,
LAKE,LIGEGA,oil,SALIT,92.664,0.000860752,0.00010844,,0.001312021,
LAKE,LIGEGA,toilet soap,SAWA SOAP,39.4,0.000377172,0.000202624,,0.000862902,
LAKE,LITEIN,bar soap,NDUME,7870,0.062296586,0.010083971,,0.098368606,
LAKE,LITEIN,bar soap,USHINDI BAR,1223.475,0.060095856,0.022348388,,0.195187614,
LAKE,LITEIN,bar soap,WHITEWASH,281.2,0.004120636,0.010027088,,0.048924981,
NAIROBI,WANGIGE,bathing soap,AFRISENSE,1.2025,0.000974787,0.00147418,67.59199191,0.012935174,0.874314181
LAKE,LITEIN,bathing soap,DETREX,157.3514167,0.004700793,0.006395944,,0.029020407,
LAKE,LITEIN,bathing soap,SAWA SOAP,359.825,0.003446222,0.001850483,,0.115999728,
LAKE,LITEIN,bodywash,SAWA BODYWASH,6.21,5.93E-05,3.19E-05,,0.166057354,
LAKE,LITEIN,detergent,RAINBOW,3.5,0.003779154,0.078055308,,0.163127413,
LAKE,LITEIN,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,LITEIN,dishwashing liquid,USHINDI DISHWASHING LIQUID,384.832,0.018902559,0.007029465,,0.169726221,
LAKE,LITEIN,dishwashing paste,USHINDI DISHWASHING PASTE,283.2,0.013910498,0.005173022,,0.293836896,
LAKE,LITEIN,fat,FRYMATE,108,0.00374584,0.011517543,,0.039197812,
LAKE,LITEIN,fat,MPISHI POA,977.221,0.055362239,0.0950692,,0.394805791,
LAKE,LITEIN,glycerine,SAWA GLYCERINE,171.0047847,0.001637691,0.000879432,,0.054468747,
LAKE,LITEIN,handwash,SAWA HANDWASH,1.5425,1.46E-05,7.93E-06,,0.004983396,
LAKE,LITEIN,lotion,BELLEZA,109.0665625,0.066062802,0.026643632,,0.180766689,
LAKE,LITEIN,lotion,FRESCO,53.98545833,0.054818117,0.023044218,,0.159964518,
LAKE,LITEIN,margarine,ONJA,114,0.046661881,0.057612129,,0.379482902,
LAKE,LITEIN,milking jelly,SAWA MILKING JELLY,575.24,0.00550948,0.002958305,,0.155060054,
LAKE,LITEIN,oil,FRESH FRI,13519.29317,0.183538489,0.034560781,,0.221568502,
LAKE,LITEIN,oil,POPCO,559.516,0.006285469,0.007741981,,0.07513554,
LAKE,LITEIN,oil,SALIT,13748.6595,0.128323448,0.016089299,,0.195600017,
LAKE,LITEIN,petroleum jelly,SAWA PETROLLEUM JELLY,10.39125,9.93E-05,5.34E-05,,0.022535211,
LAKE,LITEIN,toilet soap,SAWA SOAP,1338.436194,0.01281942,0.006883217,,0.029328516,
LAKE,LOLGORIAN,bar soap,NDUME,5560,0.044011311,0.007124127,,0.069495483,
LAKE,LOLGORIAN,bar soap,POPCO,220,0.002434676,0.003044123,,0.061957017,
LAKE,LOLGORIAN,bar soap,USHINDI BAR,350,0.017191646,0.006393212,,0.055837401,
RIFT VALLEY,TAMBACH,bathing soap,AFRISENSE,1.1925,0.00096574,0.001073831,,0.009274141,
LAKE,LOLGORIAN,bodywash,SAWA BODYWASH,9.32,8.91E-05,4.79E-05,,0.249505283,
LAKE,LOLGORIAN,detergent,USHINDI DETERGENT,0,0,0,,,
LAKE,LOLGORIAN,dishwashing liquid,USHINDI DISHWASHING LIQUID,104.835,0.005149389,0.00191495,,0.046236405,
LAKE,LOLGORIAN,dishwashing paste,USHINDI DISHWASHING PASTE,24,0.001178856,0.000438392,,0.024901432,
LAKE,LOLGORIAN,fat,FRYMATE,539,0.018764047,0.057481071,,0.196353692,
LAKE,LOLGORIAN,glycerine,SAWA GLYCERINE,79.90325,0.000765115,0.000410921,,0.025447318,
LAKE,LOLGORIAN,handwash,SAWA HANDWASH,6.17,5.89E-05,3.17E-05,,0.020142418,
LAKE,LOLGORIAN,lotion,BELLEZA,16.7335,0.010084541,0.00408779,,0.027594184,
LAKE,LOLGORIAN,lotion,FRESCO,14.940625,0.015097781,0.006377551,,0.044056771,
